year,carrier,salida,llegada,dif
2013,FL,2022-05-23T15:00:00Z,2022-05-23T15:23:00Z,23
2013,9E,2022-05-23T21:00:00Z,2022-05-23T21:00:00Z,0
2013,9E,2022-05-23T12:00:00Z,2022-05-23T12:55:00Z,55
2013,9E,2022-05-23T19:00:00Z,2022-05-23T19:56:00Z,56
2013,AA,2022-05-23T18:00:00Z,2022-05-23T18:00:00Z,0
2013,AA,2022-05-23T15:00:00Z,2022-05-23T15:55:00Z,55
2013,AA,2022-05-23T17:00:00Z,2022-05-23T17:05:00Z,5
2013,AA,2022-05-23T17:00:00Z,2022-05-23T17:45:00Z,45
2013,AA,2022-05-23T17:00:00Z,2022-05-23T17:40:00Z,40
2013,B6,2022-05-23T17:00:00Z,2022-05-23T17:00:00Z,0
2013,B6,2022-05-23T19:00:00Z,2022-05-23T19:15:00Z,15
2013,US,2022-05-23T13:00:00Z,2022-05-23T13:25:00Z,25
2013,US,2022-05-23T16:00:00Z,2022-05-23T16:30:00Z,30
2013,US,2022-05-23T20:00:00Z,2022-05-23T20:00:00Z,0
2013,US,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,US,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,US,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,US,2022-05-23T17:00:00Z,2022-05-23T17:00:00Z,0
2013,US,2022-05-23T18:00:00Z,2022-05-23T18:00:00Z,0
2013,US,2022-05-23T20:00:00Z,2022-05-23T20:00:00Z,0
2013,US,2022-05-24T02:00:00Z,2022-05-24T02:00:00Z,0
2013,US,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,US,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,US,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,WN,2022-05-23T20:00:00Z,2022-05-23T20:10:00Z,10
2013,WN,2022-05-24T00:00:00Z,2022-05-24T00:40:00Z,40
2013,YV,2022-05-23T19:00:00Z,2022-05-23T19:35:00Z,35
2013,MQ,2022-05-23T21:00:00Z,2022-05-23T21:35:00Z,35
2013,MQ,2022-05-23T13:00:00Z,2022-05-23T13:25:00Z,25
2013,MQ,2022-05-23T18:00:00Z,2022-05-23T18:00:00Z,0
2013,MQ,2022-05-23T18:00:00Z,2022-05-23T18:15:00Z,15
2013,MQ,2022-05-23T14:00:00Z,2022-05-23T14:20:00Z,20
2013,MQ,2022-05-23T18:00:00Z,2022-05-23T18:25:00Z,25
2013,MQ,2022-05-23T17:00:00Z,2022-05-23T17:00:00Z,0
2013,MQ,2022-05-23T19:00:00Z,2022-05-23T19:10:00Z,10
2013,UA,2022-05-23T19:00:00Z,2022-05-23T19:46:00Z,46
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:25:00Z,25
2013,US,2022-05-23T10:00:00Z,2022-05-23T10:00:00Z,0
2013,UA,2022-05-23T10:00:00Z,2022-05-23T10:17:00Z,17
2013,AA,2022-05-23T10:00:00Z,2022-05-23T10:45:00Z,45
2013,UA,2022-05-23T10:00:00Z,2022-05-23T10:45:00Z,45
2013,B6,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,US,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,US,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,B6,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,B6,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,DL,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,AA,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,US,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,WN,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,DL,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,AA,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,FL,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,DL,2022-05-23T11:00:00Z,2022-05-23T11:10:00Z,10
2013,MQ,2022-05-23T11:00:00Z,2022-05-23T11:15:00Z,15
2013,AA,2022-05-23T11:00:00Z,2022-05-23T11:10:00Z,10
2013,WN,2022-05-23T11:00:00Z,2022-05-23T11:10:00Z,10
2013,US,2022-05-23T11:00:00Z,2022-05-23T11:15:00Z,15
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:15:00Z,15
2013,US,2022-05-23T11:00:00Z,2022-05-23T11:15:00Z,15
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:19:00Z,19
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:20:00Z,20
2013,MQ,2022-05-23T11:00:00Z,2022-05-23T11:20:00Z,20
2013,WN,2022-05-23T11:00:00Z,2022-05-23T11:20:00Z,20
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:20:00Z,20
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:22:00Z,22
2013,B6,2022-05-23T11:00:00Z,2022-05-23T11:25:00Z,25
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,B6,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,DL,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:00:00Z,0
2013,B6,2022-05-23T11:00:00Z,2022-05-23T11:32:00Z,32
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,US,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,WN,2022-05-23T11:00:00Z,2022-05-23T11:25:00Z,25
2013,AA,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,B6,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,B6,2022-05-23T11:00:00Z,2022-05-23T11:35:00Z,35
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:35:00Z,35
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,US,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,US,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,B6,2022-05-23T11:00:00Z,2022-05-23T11:11:00Z,11
2013,MQ,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,AA,2022-05-23T11:00:00Z,2022-05-23T11:29:00Z,29
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:37:00Z,37
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:41:00Z,41
2013,9E,2022-05-23T11:00:00Z,2022-05-23T11:45:00Z,45
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:40:00Z,40
2013,B6,2022-05-23T11:00:00Z,2022-05-23T11:45:00Z,45
2013,DL,2022-05-23T11:00:00Z,2022-05-23T11:40:00Z,40
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:48:00Z,48
2013,B6,2022-05-23T11:00:00Z,2022-05-23T11:50:00Z,50
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:55:00Z,55
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,MQ,2022-05-23T11:00:00Z,2022-05-23T11:55:00Z,55
2013,MQ,2022-05-23T11:00:00Z,2022-05-23T11:59:00Z,59
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:52:00Z,52
2013,VX,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:40:00Z,40
2013,B6,2022-05-23T12:00:00Z,2022-05-23T12:01:00Z,1
2013,US,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,B6,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,UA,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,UA,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,US,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,DL,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,9E,2022-05-23T11:00:00Z,2022-05-23T11:59:00Z,59
2013,WN,2022-05-23T11:00:00Z,2022-05-23T11:55:00Z,55
2013,DL,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,B6,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,UA,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,DL,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:59:00Z,59
2013,DL,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:50:00Z,50
2013,UA,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,WN,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,AA,2022-05-23T12:00:00Z,2022-05-23T12:05:00Z,5
2013,DL,2022-05-23T12:00:00Z,2022-05-23T12:04:00Z,4
2013,DL,2022-05-23T12:00:00Z,2022-05-23T12:05:00Z,5
2013,AA,2022-05-23T12:00:00Z,2022-05-23T12:10:00Z,10
2013,AA,2022-05-23T11:00:00Z,2022-05-23T11:55:00Z,55
2013,DL,2022-05-23T11:00:00Z,2022-05-23T11:55:00Z,55
2013,WN,2022-05-23T12:00:00Z,2022-05-23T12:05:00Z,5
2013,DL,2022-05-23T12:00:00Z,2022-05-23T12:10:00Z,10
2013,AA,2022-05-23T12:00:00Z,2022-05-23T12:10:00Z,10
2013,AA,2022-05-23T12:00:00Z,2022-05-23T12:10:00Z,10
2013,UA,2022-05-23T12:00:00Z,2022-05-23T12:20:00Z,20
2013,EV,2022-05-23T12:00:00Z,2022-05-23T12:00:00Z,0
2013,UA,2022-05-23T12:00:00Z,2022-05-23T12:23:00Z,23
2013,VX,2022-05-23T12:00:00Z,2022-05-23T12:30:00Z,30
2013,UA,2022-05-23T12:00:00Z,2022-05-23T12:25:00Z,25
2013,UA,2022-05-23T12:00:00Z,2022-05-23T12:25:00Z,25
2013,B6,2022-05-23T12:00:00Z,2022-05-23T12:29:00Z,29
2013,UA,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,UA,2022-05-23T12:00:00Z,2022-05-23T12:25:00Z,25
2013,AA,2022-05-23T12:00:00Z,2022-05-23T12:30:00Z,30
2013,B6,2022-05-23T12:00:00Z,2022-05-23T12:36:00Z,36
2013,MQ,2022-05-23T12:00:00Z,2022-05-23T12:25:00Z,25
2013,UA,2022-05-23T12:00:00Z,2022-05-23T12:25:00Z,25
2013,AS,2022-05-23T12:00:00Z,2022-05-23T12:20:00Z,20
2013,B6,2022-05-23T12:00:00Z,2022-05-23T12:30:00Z,30
2013,DL,2022-05-23T12:00:00Z,2022-05-23T12:30:00Z,30
2013,VX,2022-05-23T12:00:00Z,2022-05-23T12:30:00Z,30
2013,AA,2022-05-23T12:00:00Z,2022-05-23T12:35:00Z,35
2013,EV,2022-05-23T12:00:00Z,2022-05-23T12:10:00Z,10
2013,DL,2022-05-23T12:00:00Z,2022-05-23T12:35:00Z,35
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:59:00Z,59
2013,WN,2022-05-23T12:00:00Z,2022-05-23T12:40:00Z,40
2013,EV,2022-05-23T12:00:00Z,2022-05-23T12:37:00Z,37
2013,MQ,2022-05-23T12:00:00Z,2022-05-23T12:40:00Z,40
2013,B6,2022-05-23T12:00:00Z,2022-05-23T12:45:00Z,45
2013,UA,2022-05-23T12:00:00Z,2022-05-23T12:42:00Z,42
2013,DL,2022-05-23T12:00:00Z,2022-05-23T12:45:00Z,45
2013,B6,2022-05-23T12:00:00Z,2022-05-23T12:46:00Z,46
2013,MQ,2022-05-23T12:00:00Z,2022-05-23T12:50:00Z,50
2013,UA,2022-05-23T12:00:00Z,2022-05-23T12:47:00Z,47
2013,MQ,2022-05-23T12:00:00Z,2022-05-23T12:55:00Z,55
2013,MQ,2022-05-23T12:00:00Z,2022-05-23T12:55:00Z,55
2013,US,2022-05-23T12:00:00Z,2022-05-23T12:56:00Z,56
2013,UA,2022-05-23T12:00:00Z,2022-05-23T12:54:00Z,54
2013,AA,2022-05-23T12:00:00Z,2022-05-23T12:55:00Z,55
2013,EV,2022-05-23T12:00:00Z,2022-05-23T12:49:00Z,49
2013,UA,2022-05-23T12:00:00Z,2022-05-23T12:57:00Z,57
2013,US,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,AA,2022-05-23T12:00:00Z,2022-05-23T12:59:00Z,59
2013,B6,2022-05-23T12:00:00Z,2022-05-23T12:25:00Z,25
2013,9E,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,US,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,WN,2022-05-23T12:00:00Z,2022-05-23T12:55:00Z,55
2013,9E,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,AA,2022-05-23T12:00:00Z,2022-05-23T12:59:00Z,59
2013,B6,2022-05-23T12:00:00Z,2022-05-23T12:54:00Z,54
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,DL,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,DL,2022-05-23T12:00:00Z,2022-05-23T12:59:00Z,59
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:05:00Z,5
2013,AA,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,B6,2022-05-23T12:00:00Z,2022-05-23T12:55:00Z,55
2013,DL,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,9E,2022-05-23T12:00:00Z,2022-05-23T12:59:00Z,59
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,DL,2022-05-23T13:00:00Z,2022-05-23T13:05:00Z,5
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:05:00Z,5
2013,9E,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,B6,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,DL,2022-05-23T13:00:00Z,2022-05-23T13:05:00Z,5
2013,DL,2022-05-23T13:00:00Z,2022-05-23T13:05:00Z,5
2013,DL,2022-05-23T13:00:00Z,2022-05-23T13:05:00Z,5
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:10:00Z,10
2013,MQ,2022-05-23T13:00:00Z,2022-05-23T13:10:00Z,10
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:10:00Z,10
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:08:00Z,8
2013,DL,2022-05-23T13:00:00Z,2022-05-23T13:10:00Z,10
2013,B6,2022-05-23T13:00:00Z,2022-05-23T13:15:00Z,15
2013,B6,2022-05-23T13:00:00Z,2022-05-23T13:11:00Z,11
2013,DL,2022-05-23T13:00:00Z,2022-05-23T13:10:00Z,10
2013,EV,2022-05-23T12:00:00Z,2022-05-23T12:59:00Z,59
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:00:00Z,0
2013,DL,2022-05-23T13:00:00Z,2022-05-23T13:15:00Z,15
2013,9E,2022-05-23T13:00:00Z,2022-05-23T13:05:00Z,5
2013,DL,2022-05-23T13:00:00Z,2022-05-23T13:15:00Z,15
2013,9E,2022-05-23T13:00:00Z,2022-05-23T13:05:00Z,5
2013,US,2022-05-23T13:00:00Z,2022-05-23T13:20:00Z,20
2013,AA,2022-05-23T13:00:00Z,2022-05-23T13:20:00Z,20
2013,B6,2022-05-23T13:00:00Z,2022-05-23T13:10:00Z,10
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:25:00Z,25
2013,DL,2022-05-23T13:00:00Z,2022-05-23T13:30:00Z,30
2013,EV,2022-05-23T12:00:00Z,2022-05-23T12:40:00Z,40
2013,9E,2022-05-23T13:00:00Z,2022-05-23T13:30:00Z,30
2013,MQ,2022-05-23T13:00:00Z,2022-05-23T13:29:00Z,29
2013,FL,2022-05-23T13:00:00Z,2022-05-23T13:10:00Z,10
2013,AA,2022-05-23T13:00:00Z,2022-05-23T13:29:00Z,29
2013,DL,2022-05-23T13:00:00Z,2022-05-23T13:30:00Z,30
2013,AA,2022-05-23T13:00:00Z,2022-05-23T13:25:00Z,25
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:30:00Z,30
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:30:00Z,30
2013,9E,2022-05-23T13:00:00Z,2022-05-23T13:30:00Z,30
2013,MQ,2022-05-23T13:00:00Z,2022-05-23T13:35:00Z,35
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:22:00Z,22
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:29:00Z,29
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:35:00Z,35
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:40:00Z,40
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:26:00Z,26
2013,F9,2022-05-23T13:00:00Z,2022-05-23T13:30:00Z,30
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:34:00Z,34
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:40:00Z,40
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:25:00Z,25
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:37:00Z,37
2013,MQ,2022-05-23T13:00:00Z,2022-05-23T13:40:00Z,40
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:40:00Z,40
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:40:00Z,40
2013,B6,2022-05-23T13:00:00Z,2022-05-23T13:36:00Z,36
2013,US,2022-05-23T13:00:00Z,2022-05-23T13:45:00Z,45
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:40:00Z,40
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:43:00Z,43
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:40:00Z,40
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:40:00Z,40
2013,US,2022-05-23T13:00:00Z,2022-05-23T13:25:00Z,25
2013,MQ,2022-05-23T13:00:00Z,2022-05-23T13:45:00Z,45
2013,EV,2022-05-23T11:00:00Z,2022-05-23T11:30:00Z,30
2013,B6,2022-05-23T13:00:00Z,2022-05-23T13:45:00Z,45
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:45:00Z,45
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:50:00Z,50
2013,MQ,2022-05-23T13:00:00Z,2022-05-23T13:50:00Z,50
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:45:00Z,45
2013,B6,2022-05-23T13:00:00Z,2022-05-23T13:42:00Z,42
2013,DL,2022-05-23T13:00:00Z,2022-05-23T13:50:00Z,50
2013,B6,2022-05-23T13:00:00Z,2022-05-23T13:48:00Z,48
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:52:00Z,52
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:48:00Z,48
2013,DL,2022-05-23T13:00:00Z,2022-05-23T13:55:00Z,55
2013,B6,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,B6,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:55:00Z,55
2013,US,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,US,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,DL,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,DL,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,UA,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,UA,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:50:00Z,50
2013,AA,2022-05-23T13:00:00Z,2022-05-23T13:59:00Z,59
2013,B6,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,DL,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,B6,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,DL,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,9E,2022-05-23T13:00:00Z,2022-05-23T13:32:00Z,32
2013,B6,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,UA,2022-05-23T14:00:00Z,2022-05-23T14:00:00Z,0
2013,UA,2022-05-23T14:00:00Z,2022-05-23T14:02:00Z,2
2013,B6,2022-05-23T14:00:00Z,2022-05-23T14:08:00Z,8
2013,DL,2022-05-23T14:00:00Z,2022-05-23T14:10:00Z,10
2013,DL,2022-05-23T14:00:00Z,2022-05-23T14:05:00Z,5
2013,9E,2022-05-23T13:00:00Z,2022-05-23T13:45:00Z,45
2013,AA,2022-05-23T14:00:00Z,2022-05-23T14:10:00Z,10
2013,B6,2022-05-23T14:00:00Z,2022-05-23T14:10:00Z,10
2013,EV,2022-05-23T13:00:00Z,2022-05-23T13:55:00Z,55
2013,DL,2022-05-23T14:00:00Z,2022-05-23T14:15:00Z,15
2013,AA,2022-05-23T14:00:00Z,2022-05-23T14:15:00Z,15
2013,VX,2022-05-23T14:00:00Z,2022-05-23T14:15:00Z,15
2013,EV,2022-05-23T14:00:00Z,2022-05-23T14:15:00Z,15
2013,AA,2022-05-23T14:00:00Z,2022-05-23T14:10:00Z,10
2013,UA,2022-05-23T14:00:00Z,2022-05-23T14:24:00Z,24
2013,UA,2022-05-23T13:00:00Z,2022-05-23T13:57:00Z,57
2013,B6,2022-05-23T14:00:00Z,2022-05-23T14:30:00Z,30
2013,EV,2022-05-23T14:00:00Z,2022-05-23T14:15:00Z,15
2013,9E,2022-05-23T14:00:00Z,2022-05-23T14:25:00Z,25
2013,UA,2022-05-23T14:00:00Z,2022-05-23T14:26:00Z,26
2013,B6,2022-05-23T14:00:00Z,2022-05-23T14:21:00Z,21
2013,MQ,2022-05-23T14:00:00Z,2022-05-23T14:29:00Z,29
2013,AA,2022-05-23T14:00:00Z,2022-05-23T14:29:00Z,29
2013,B6,2022-05-23T14:00:00Z,2022-05-23T14:30:00Z,30
2013,B6,2022-05-23T13:00:00Z,2022-05-23T13:29:00Z,29
2013,EV,2022-05-23T14:00:00Z,2022-05-23T14:30:00Z,30
2013,EV,2022-05-23T14:00:00Z,2022-05-23T14:30:00Z,30
2013,UA,2022-05-23T14:00:00Z,2022-05-23T14:29:00Z,29
2013,EV,2022-05-23T14:00:00Z,2022-05-23T14:29:00Z,29
2013,B6,2022-05-23T14:00:00Z,2022-05-23T14:36:00Z,36
2013,WN,2022-05-23T14:00:00Z,2022-05-23T14:35:00Z,35
2013,9E,2022-05-23T13:00:00Z,2022-05-23T13:30:00Z,30
2013,WN,2022-05-23T14:00:00Z,2022-05-23T14:35:00Z,35
2013,VX,2022-05-23T14:00:00Z,2022-05-23T14:20:00Z,20
2013,AA,2022-05-23T14:00:00Z,2022-05-23T14:40:00Z,40
2013,WN,2022-05-23T14:00:00Z,2022-05-23T14:30:00Z,30
2013,VX,2022-05-23T14:00:00Z,2022-05-23T14:45:00Z,45
2013,AA,2022-05-23T14:00:00Z,2022-05-23T14:50:00Z,50
2013,B6,2022-05-23T14:00:00Z,2022-05-23T14:30:00Z,30
2013,9E,2022-05-23T14:00:00Z,2022-05-23T14:50:00Z,50
2013,UA,2022-05-23T14:00:00Z,2022-05-23T14:51:00Z,51
2013,UA,2022-05-23T15:00:00Z,2022-05-23T15:00:00Z,0
2013,EV,2022-05-23T14:00:00Z,2022-05-23T14:59:00Z,59
2013,B6,2022-05-23T14:00:00Z,2022-05-23T14:53:00Z,53
2013,EV,2022-05-23T15:00:00Z,2022-05-23T15:00:00Z,0
2013,US,2022-05-23T15:00:00Z,2022-05-23T15:00:00Z,0
2013,UA,2022-05-23T15:00:00Z,2022-05-23T15:00:00Z,0
2013,US,2022-05-23T15:00:00Z,2022-05-23T15:00:00Z,0
2013,9E,2022-05-23T15:00:00Z,2022-05-23T15:00:00Z,0
2013,FL,2022-05-23T15:00:00Z,2022-05-23T15:00:00Z,0
2013,AA,2022-05-23T14:00:00Z,2022-05-23T14:59:00Z,59
2013,UA,2022-05-23T14:00:00Z,2022-05-23T14:59:00Z,59
2013,DL,2022-05-23T15:00:00Z,2022-05-23T15:00:00Z,0
2013,B6,2022-05-23T14:00:00Z,2022-05-23T14:49:00Z,49
2013,UA,2022-05-23T15:00:00Z,2022-05-23T15:00:00Z,0
2013,EV,2022-05-23T14:00:00Z,2022-05-23T14:15:00Z,15
2013,B6,2022-05-23T15:00:00Z,2022-05-23T15:00:00Z,0
2013,US,2022-05-23T15:00:00Z,2022-05-23T15:05:00Z,5
2013,EV,2022-05-23T15:00:00Z,2022-05-23T15:10:00Z,10
2013,MQ,2022-05-23T15:00:00Z,2022-05-23T15:10:00Z,10
2013,MQ,2022-05-23T15:00:00Z,2022-05-23T15:10:00Z,10
2013,US,2022-05-23T15:00:00Z,2022-05-23T15:15:00Z,15
2013,US,2022-05-23T15:00:00Z,2022-05-23T15:15:00Z,15
2013,EV,2022-05-23T15:00:00Z,2022-05-23T15:18:00Z,18
2013,MQ,2022-05-23T15:00:00Z,2022-05-23T15:25:00Z,25
2013,DL,2022-05-23T15:00:00Z,2022-05-23T15:05:00Z,5
2013,DL,2022-05-23T15:00:00Z,2022-05-23T15:25:00Z,25
2013,9E,2022-05-23T13:00:00Z,2022-05-23T13:15:00Z,15
2013,AA,2022-05-23T15:00:00Z,2022-05-23T15:25:00Z,25
2013,B6,2022-05-23T15:00:00Z,2022-05-23T15:21:00Z,21
2013,UA,2022-05-23T15:00:00Z,2022-05-23T15:04:00Z,4
2013,US,2022-05-23T15:00:00Z,2022-05-23T15:25:00Z,25
2013,AA,2022-05-23T15:00:00Z,2022-05-23T15:29:00Z,29
2013,VX,2022-05-23T15:00:00Z,2022-05-23T15:30:00Z,30
2013,EV,2022-05-23T15:00:00Z,2022-05-23T15:26:00Z,26
2013,EV,2022-05-23T15:00:00Z,2022-05-23T15:29:00Z,29
2013,AA,2022-05-23T15:00:00Z,2022-05-23T15:30:00Z,30
2013,DL,2022-05-23T15:00:00Z,2022-05-23T15:30:00Z,30
2013,EV,2022-05-23T15:00:00Z,2022-05-23T15:31:00Z,31
2013,EV,2022-05-23T15:00:00Z,2022-05-23T15:35:00Z,35
2013,US,2022-05-23T15:00:00Z,2022-05-23T15:30:00Z,30
2013,B6,2022-05-23T15:00:00Z,2022-05-23T15:25:00Z,25
2013,EV,2022-05-23T15:00:00Z,2022-05-23T15:04:00Z,4
2013,AA,2022-05-23T15:00:00Z,2022-05-23T15:30:00Z,30
2013,VX,2022-05-23T15:00:00Z,2022-05-23T15:35:00Z,35
2013,B6,2022-05-23T15:00:00Z,2022-05-23T15:40:00Z,40
2013,B6,2022-05-23T15:00:00Z,2022-05-23T15:30:00Z,30
2013,UA,2022-05-23T15:00:00Z,2022-05-23T15:29:00Z,29
